0.707633,0.120987
0.705183,1.11408
0.783532,2.10425
0.843003,3.08071
0.863006,4.18015
0.858993,4.96102
0.857786,5.80548
0.828454,6.89739
0.767855,7.88068
0.767851,8.90786
1.5992,0.607897
1.61758,1.60358
1.683,2.66509
1.73033,3.40829
1.75027,4.40869
1.74933,5.59019
1.71769,6.58399
1.65925,7.34126
1.60765,8.42594
1.62411,9.43624
2.49622,0.0386456
2.46331,1.06787
2.51234,2.08721
2.55084,3.14261
2.59045,4.31734
2.63633,4.90361
2.58778,5.67309
2.53482,6.84395
2.4922,7.87727
2.4741,8.86995
3.30871,0.633855
3.33962,1.64543
3.38682,2.67861
3.45395,3.48943
3.44324,4.34459
3.45225,5.65159
3.45447,6.49387
3.36921,7.26786
3.34037,8.35366
3.33859,9.40849
4.10795,0.137604
4.11899,1.14576
4.13627,2.18298
4.17337,3.36262
4.23223,4.1556
4.25587,4.87379
4.23269,5.80989
4.17954,6.60512
4.13732,7.79376
4.1233,8.84066
4.88034,0.654079
4.87802,1.66071
4.89836,2.65547
4.84417,3.70889
4.99225,4.22748
4.99651,5.75386
4.85292,6.25607
4.91532,7.34824
4.89732,8.34879
4.89481,9.35974
5.66272,0.0939037
5.67046,1.14799
5.67114,2.24279
5.68963,3.46583
5.61936,4.21663
5.75388,4.9077
5.6214,5.74893
5.70635,6.50162
5.69636,7.74341
5.69743,8.83048
6.52939,0.641628
6.52855,1.66135
6.47515,2.74
6.52964,3.74561
6.46914,4.31766
6.45639,5.6674
6.53947,6.24443
6.49727,7.27929
6.54464,8.37613
6.50738,9.44605
7.37676,0.0758522
7.3941,1.11333
7.3496,2.1412
7.37537,3.14538
7.38616,4.10283
7.37569,4.95203
7.38719,5.88158
7.38625,6.82661
7.38157,7.8243
7.40021,8.83798
8.22767,0.613704
8.21949,1.67549
8.19996,2.67617
8.2487,3.68575
8.28329,4.43199
8.27885,5.55056
8.25414,6.27252
8.22145,7.31631
8.27778,8.32696
8.28739,9.3566
-1.67425,5.00456
-0.228998,6.15107
-0.226233,3.83463
-0.51539,5.00093
0.576944,5.98476
0.570596,4.04809
-0.0128844,5.01717
1.44335,6.25683
1.42598,3.7621
0.408527,5.0296
2.05947,5.35212
2.06286,4.62407
0.98629,5.02871
3.05448,5.37506
3.05407,4.61444
1.26748,5.05536
4.21441,5.22414
4.21529,4.76395
2.56425,5.07762
5.25067,5.36899
5.24275,4.62136
3.7503,5.0992
5.92523,5.53919
5.92379,4.45889
5.02539,5.05459
6.85634,5.19145
6.85793,4.80864
6.0491,5.03263
