0.276547,0.0763739
0.393944,1.05071
0.410543,2.01592
0.412078,3.00268
0.412299,4.00027
0.412306,4.99997
0.41211,5.99947
0.410289,6.99589
0.400387,7.98143
0.352428,8.95343
1.20505,0.514037
1.27002,1.51299
1.27727,2.50391
1.27808,3.50058
1.27817,4.50002
1.27815,5.49955
1.27789,6.49576
1.27588,7.47667
1.26285,8.43537
1.2029,9.40985
2.06785,0.151203
2.1034,1.07637
2.12329,2.02543
2.12505,3.00451
2.12523,4.00047
2.12524,4.99995
2.12523,5.99903
2.12501,6.99292
2.1225,7.97186
2.09506,8.94742
3.0218,0.569068
3.03022,1.53148
3.03363,2.5076
3.03383,3.50102
3.03385,4.50005
3.03385,5.49949
3.03383,6.49506
3.03354,7.47144
3.02861,8.40997
3.0169,9.32531
4.00205,0.180726
4.00382,1.09284
4.00474,2.02885
4.00507,3.00497
4.00509,4.00051
4.00509,4.99995
4.00509,5.99893
4.0051,6.992
4.00467,7.96615
4.00333,8.92638
4.99667,0.57362
4.99533,1.53385
4.9949,2.508
4.99492,3.50108
4.99496,4.50007
4.99497,5.49947
4.99494,6.49502
4.99526,7.47115
4.99618,8.40716
4.99795,9.31927
5.9831,0.174689
5.97139,1.09003
5.96646,2.02856
5.96634,3.00505
5.97096,4.00351
5.97378,4.99995
5.97098,5.99598
5.96653,6.9923
5.96978,7.96851
5.9782,8.93093
6.90494,0.552583
6.8775,1.52815
6.87515,2.50729
6.88369,3.50863
6.89232,4.50628
6.89232,5.49331
6.88382,6.48791
6.87687,7.47435
6.89661,8.42363
6.93215,9.3488
7.7971,0.0901483
7.73715,1.06463
7.72416,2.02356
7.7239,3.02117
7.76765,4.01574
7.7259,4.99997
7.76771,5.98414
7.72451,6.97915
7.73002,7.98678
7.79495,8.98596
8.64757,0.546574
8.59961,1.51866
8.58972,2.50716
8.61323,3.53864
8.62291,4.43722
8.62292,5.56255
8.61338,6.45933
8.58945,7.48104
8.60605,8.44919
8.72345,9.42362
6.52243,4.99998
6.94671,5.68425
6.94668,4.31556
7.327,4.99998
8.31408,5.61539
8.31405,4.38453
7.72715,4.99998
9.31819,5.54518
9.31831,4.45492
8.44577,4.99999
10.3913,5.53884
10.3913,4.46116
9.1284,5
11.4503,5.54184
11.4503,4.45816
10.0616,5
12.4475,5.54294
12.4475,4.45706
11.0658,5
13.3945,5.54014
13.3945,4.45986
12.0721,5
14.2105,5.56753
14.2105,4.43247
13.0369,5
15.1352,5.86171
15.1352,4.13829
14.1048,5
