0.00528698,0.00262134
0.0105172,1.00002
0.0105173,2
0.0105173,3
0.0105173,4
0.0105173,5
0.0105173,6
0.0105173,7
0.0105172,8
0.0105012,8.99999
1.0001,0.500003
1.00014,1.5
1.00014,2.5
1.00014,3.5
1.00014,4.5
1.00014,5.5
1.00014,6.5
1.00014,7.5
1.00014,8.49996
1.00007,9.49477
2,0.00526154
2,1.00004
2,2
2,3
2,4
2,5
2,6
2,7
2,8
2,8.99997
3,0.500025
3,1.5
3,2.5
3,3.5
3,4.5
3,5.5
3,6.5
3,7.5
3,8.49996
3,9.49474
4,0.00526169
4,1.00004
4,2
4,3
4,4
4,5
4,6
4,7
4,8
4,8.99997
5,0.500025
5,1.5
5,2.5
5,3.5
5,4.5
5,5.5
5,6.5
5,7.5
5,8.49996
5,9.49474
6,0.00526169
6,1.00004
6,2
6,3
6,4
6,5
6,6
6,7
6,8
6,8.99997
7,0.500025
7,1.5
7,2.5
7,3.5
7,4.5
7,5.5
7,6.5
7,7.5
7,8.49996
7,9.49474
7.99993,0.0052299
7.99986,1.00004
7.99986,2
7.99986,3
7.99986,4
7.99986,5
7.99986,6
7.99986,7
7.99986,8
7.9999,9
8.9895,0.500013
8.98948,1.5
8.98948,2.5
8.98948,3.5
8.98948,4.5
8.98948,5.5
8.98948,6.5
8.98948,7.5
8.98948,8.49998
8.99471,9.49738
14.0274,5
15.0005,5.97226
15.0005,4.02774
15.028,5
15.9996,5.97226
15.9996,4.02774
15.972,5
17.012,5.98797
17.012,4.01203
16.9726,5
18.0116,5.98848
18.0116,4.01152
17.9758,5
19.0113,5.98873
19.0113,4.01127
18.9769,5
20.0108,5.98923
20.0108,4.01077
19.9774,5
21.0106,5.98947
21.0106,4.01053
20.9784,5
22.01,5.98995
22.01,4.01005
21.9789,5
23.0001,6
23.0001,4
22.9798,5
