0.893952,0.140452
0.87188,1.13799
0.927438,2.16274
0.943576,3.20968
1.05437,4.3338
1.15425,4.73458
1.05171,5.67252
0.929553,6.8072
0.92773,7.86872
0.936569,8.90893
1.76546,0.605616
1.7556,1.66393
1.80274,2.67537
1.89146,3.65155
1.92369,4.31851
1.9344,5.74107
1.87923,6.34458
1.77453,7.32883
1.78775,8.32284
1.77819,9.38808
2.63031,0.0579729
2.58999,1.1044
2.60539,2.17823
2.70265,3.38347
2.70296,4.11814
2.84354,4.76642
2.7217,5.87772
2.65505,6.60302
2.60935,7.79029
2.62967,8.87509
3.40016,0.625259
3.39386,1.66751
3.45754,2.69515
3.49367,3.98274
3.63611,4.17883
3.68638,5.7569
3.47295,5.99224
3.44299,7.28455
3.41084,8.31192
3.47904,9.42479
4.17637,0.0361698
4.14031,1.16184
4.17775,2.34029
4.23668,3.61319
4.24485,4.14979
4.49091,4.75977
4.27837,5.74562
4.22541,6.39898
4.17539,7.64624
4.16253,8.81815
4.85791,0.637859
4.89401,1.71256
4.90112,2.9927
4.55422,3.96657
5.01333,4.083
5.00681,5.73115
4.58081,6.035
4.92206,7.03683
4.90242,8.29733
4.84839,9.44373
5.53299,0.0797255
5.6355,1.20511
5.65754,2.37491
5.68443,3.65305
5.26137,4.40795
5.78767,4.73897
5.38663,5.52797
5.68508,6.42647
5.67341,7.62309
5.62802,8.76405
6.38503,0.662458
6.39497,1.7554
6.37058,2.85677
6.40824,3.89386
6.26852,4.57647
6.20009,5.37817
6.44059,6.26413
6.39362,7.16253
6.40382,8.26171
6.38093,9.36365
7.2265,0.151183
7.2188,1.18887
7.20518,2.19627
7.20312,3.22224
7.29842,4.0584
6.94923,4.89236
7.28169,5.85834
7.24014,6.75188
7.23282,7.78701
7.22529,8.80381
8.05513,0.656366
8.0813,1.69376
8.10571,2.71674
8.05014,3.66982
8.13458,4.67504
8.10859,5.2629
8.06002,6.29619
8.14668,7.25747
8.11172,8.27271
8.08885,9.28349
-4.41519,5.01008
-2.90459,5.81214
-2.893,4.2175
-3.71458,4.98044
-1.88528,5.78913
-1.88355,4.34677
-2.79286,5.00209
-1.59454,6.40592
-1.62041,3.52982
-2.63978,5.09387
-1.11232,5.48229
-1.10979,4.48676
-1.86343,5.07144
-0.0360719,5.28973
-0.14491,4.62073
-1.54546,5.21721
1.15879,5.35201
1.00852,4.5985
-0.453866,5.21627
1.99283,5.27728
1.97141,4.64422
0.668448,5.38057
3.0178,5.10633
2.97058,4.8611
1.69381,5.16801
3.79353,5.40842
3.78889,4.55165
2.60422,5.11002
